Symbol,Name,Sector,industry
COMM,"CommScope Holding Company, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
COOL,"PolarityTE, Inc.",Technology,Computer Software: Prepackaged Software
COUP,Coupa Software Incorporated,Technology,Computer Software: Prepackaged Software
COVS,Covisint Corporation,Technology,EDP Services
COYN,"COPsync, Inc.",Technology,Computer Communications Equipment
COYNW,"COPsync, Inc.",Technology,Computer Communications Equipment
CPAH,CounterPath Corporation,Technology,Computer Software: Prepackaged Software
CPSI,"Computer Programs and Systems, Inc.",Technology,EDP Services
CRAY,Cray Inc,Technology,Computer Manufacturing
CRDS,"Crossroads Systems, Inc.",Technology,Computer peripheral equipment
CREE,"Cree, Inc.",Technology,Semiconductors
CRNT,Ceragon Networks Ltd.,Technology,Radio And Television Broadcasting And Communications Equipment
CRTO,Criteo S.A.,Technology,Advertising
CRUS,"Cirrus Logic, Inc.",Technology,Semiconductors
CSCO,"Cisco Systems, Inc.",Technology,Computer Communications Equipment
CSGS,"CSG Systems International, Inc.",Technology,EDP Services
CSIQ,Canadian Solar Inc.,Technology,Semiconductors
CSOD,"Cornerstone OnDemand, Inc.",Technology,Computer Software: Prepackaged Software
CSPI,CSP Inc.,Technology,EDP Services
CTG,"Computer Task Group, Incorporated",Technology,EDP Services
CTSH,Cognizant Technology Solutions Corporation,Technology,EDP Services
CTXS,"Citrix Systems, Inc.",Technology,Computer Software: Prepackaged Software
CVLT,"Commvault Systems, Inc.",Technology,Computer Software: Prepackaged Software
CVV,CVD Equipment Corporation,Technology,Industrial Machinery/Components
CY,Cypress Semiconductor Corporation,Technology,Semiconductors
CYBR,CyberArk Software Ltd.,Technology,Computer Software: Prepackaged Software
CYOU,Changyou.com Limited,Technology,Computer Software: Prepackaged Software
CYRN,CYREN Ltd.,Technology,Computer Software: Prepackaged Software
DGII,Digi International Inc.,Technology,Computer Communications Equipment
DGLY,"Digital Ally, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
DIOD,Diodes Incorporated,Technology,Semiconductors
DLHC,DLH Holdings Corp.,Technology,Professional Services
DMRC,Digimarc Corporation,Technology,EDP Services
DOX,Amdocs Limited,Technology,EDP Services
DRAM,Dataram Corporation,Technology,Electronic Components
DSGX,The Descartes Systems Group Inc.,Technology,Computer Software: Prepackaged Software
DSPG,"DSP Group, Inc.",Technology,Semiconductors
DTRM,"Determine, Inc. ",Technology,Computer Software: Prepackaged Software
DWCH,Datawatch Corporation,Technology,Computer Software: Prepackaged Software
EA,Electronic Arts Inc.,Technology,Computer Software: Prepackaged Software
EBIX,"Ebix, Inc.",Technology,EDP Services
EDGW,"Edgewater Technology, Inc.",Technology,"Computer Software: Programming, Data Processing"
EFII,"Electronics for Imaging, Inc.",Technology,Computer Communications Equipment
EGAN,eGain Corporation,Technology,Computer Software: Prepackaged Software
EIGI,"Endurance International Group Holdings, Inc.",Technology,Computer Software: Prepackaged Software
ELON,Echelon Corporation,Technology,Computer Communications Equipment
ELTK,Eltek Ltd.,Technology,Electrical Products
EMKR,EMCORE Corporation,Technology,Semiconductors
ENOC,"EnerNOC, Inc.",Technology,"Computer Software: Programming, Data Processing"
ENPH,"Enphase Energy, Inc.",Technology,Semiconductors
EPAY,"Bottomline Technologies, Inc.",Technology,Computer Software: Prepackaged Software
ERIC,Ericsson,Technology,Radio And Television Broadcasting And Communications Equipment
ERII,"Energy Recovery, Inc.",Technology,Industrial Machinery/Components
EVOL,"Evolving Systems, Inc.",Technology,EDP Services
EXA,Exa Corporation,Technology,Computer Software: Prepackaged Software
EXTR,"Extreme Networks, Inc.",Technology,Computer Communications Equipment
FALC,"FalconStor Software, Inc.",Technology,Computer Software: Prepackaged Software
FB,"Facebook, Inc.",Technology,"Computer Software: Programming, Data Processing"
FEYE,"FireEye, Inc.",Technology,Computer peripheral equipment
FFIV,"F5 Networks, Inc.",Technology,Computer Communications Equipment
FISV,"Fiserv, Inc.",Technology,EDP Services
FIVN,"Five9, Inc.",Technology,EDP Services
FLEX,Flex Ltd.,Technology,Electrical Products
FNCX,Function(x) Inc.,Technology,"Computer Software: Programming, Data Processing"
FNSR,Finisar Corporation,Technology,Semiconductors
FORM,"FormFactor, Inc.",Technology,Semiconductors
FORTY,Formula Systems (1985) Ltd.,Technology,EDP Services
FPAY,"FlexShopper, Inc.",Technology,Diversified Commercial Services
FSLR,"First Solar, Inc.",Technology,Semiconductors
FSNN,"Fusion Telecommunications International, Inc.",Technology,Computer Software: Prepackaged Software
FTNT,"Fortinet, Inc.",Technology,Computer peripheral equipment
FUEL,Rocket Fuel Inc.,Technology,"Computer Software: Programming, Data Processing"
GDS,GDS Holdings Limited,Technology,"Computer Software: Programming, Data Processing"
GEC,"Great Elm Capital Group, Inc. ",Technology,Computer Software: Prepackaged Software
GFN,General Finance Corporation,Technology,Diversified Commercial Services
GFNCP,General Finance Corporation,Technology,Diversified Commercial Services
GFNSL,General Finance Corporation,Technology,Diversified Commercial Services
GIGM,GigaMedia Limited,Technology,"Computer Software: Programming, Data Processing"
GILT,Gilat Satellite Networks Ltd.,Technology,Radio And Television Broadcasting And Communications Equipment
GLUU,Glu Mobile Inc.,Technology,EDP Services
GOOG,Alphabet Inc.,Technology,"Computer Software: Programming, Data Processing"
GOOGL,Alphabet Inc.,Technology,"Computer Software: Programming, Data Processing"
GRPN,"Groupon, Inc.",Technology,Advertising
GSIT,"GSI Technology, Inc.",Technology,Semiconductors
GSUM,Gridsum Holding Inc.,Technology,Computer Software: Prepackaged Software
GUID,"Guidance Software, Inc.",Technology,Computer Software: Prepackaged Software
HDP,"Hortonworks, Inc.",Technology,Computer Software: Prepackaged Software
HIMX,"Himax Technologies, Inc.",Technology,Semiconductors
HLIT,Harmonic Inc.,Technology,Radio And Television Broadcasting And Communications Equipment
HQCL,"Hanwha Q CELLS Co., Ltd. ",Technology,Semiconductors
HSII,"Heidrick & Struggles International, Inc.",Technology,Diversified Commercial Services
HSON,"Hudson Global, Inc.",Technology,Professional Services
HSTM,"HealthStream, Inc.",Technology,"Computer Software: Programming, Data Processing"
ICHR,Ichor Holdings,Technology,Semiconductors
IDTI,"Integrated Device Technology, Inc.",Technology,Semiconductors
IIJI,"Internet Initiative Japan, Inc.",Technology,"Computer Software: Programming, Data Processing"
IMI,"Intermolecular, Inc.",Technology,Semiconductors
IMMR,Immersion Corporation,Technology,Computer peripheral equipment
IMOS,ChipMOS TECHNOLOGIES INC.,Technology,Semiconductors
IMPV,"Imperva, Inc.",Technology,Computer Software: Prepackaged Software
INAP,Internap Corporation,Technology,"Computer Software: Programming, Data Processing"
INFO,IHS Markit Ltd.,Technology,"Computer Software: Programming, Data Processing"
INOD,Innodata Inc.,Technology,EDP Services
INOV,"Inovalon Holdings, Inc.",Technology,EDP Services
INSE,"Inspired Entertainment, Inc.",Technology,Computer Software: Prepackaged Software
INSEW,"Inspired Entertainment, Inc.",Technology,Computer Software: Prepackaged Software
INTC,Intel Corporation,Technology,Semiconductors
INTU,Intuit Inc.,Technology,Computer Software: Prepackaged Software
INTX,"Intersections, Inc.",Technology,EDP Services
INVE,"Identiv, Inc.",Technology,Computer peripheral equipment
IOTS,Adesto Technologies Corporation,Technology,Semiconductors
IPAS,iPass Inc.,Technology,EDP Services
IPDN,"Professional Diversity Network, Inc.",Technology,"Computer Software: Programming, Data Processing"
IPGP,IPG Photonics Corporation,Technology,Semiconductors
ISSC,"Innovative Solutions and Support, Inc.",Technology,EDP Services
IVAC,"Intevac, Inc.",Technology,Industrial Machinery/Components
IXYS,IXYS Corporation,Technology,Semiconductors
JASO,"JA Solar Holdings, Co., Ltd.",Technology,Semiconductors
JCOM,"j2 Global, Inc.",Technology,Telecommunications Equipment
JIVE,"Jive Software, Inc.",Technology,EDP Services
JKHY,"Jack Henry & Associates, Inc.",Technology,EDP Services
JMU,JMU Limited,Technology,EDP Services
JOBS,"51job, Inc.",Technology,Diversified Commercial Services
KE,"Kimball Electronics, Inc.",Technology,Electrical Products
KELYA,"Kelly Services, Inc.",Technology,Professional Services
KELYB,"Kelly Services, Inc.",Technology,Professional Services
KEYW,The KEYW Holding Corporation,Technology,EDP Services
KFRC,"Kforce, Inc.",Technology,Professional Services
KLIC,"Kulicke and Soffa Industries, Inc.",Technology,Semiconductors
KONE,Kingtone Wirelessinfo Solution Holding Ltd,Technology,EDP Services
KOPN,Kopin Corporation,Technology,Semiconductors
KTCC,Key Tronic Corporation,Technology,Computer peripheral equipment
KTEC,"Key Technology, Inc.",Technology,Industrial Machinery/Components
KVHI,"KVH Industries, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
KZ,KongZhong Corporation,Technology,Telecommunications Equipment
LECO,"Lincoln Electric Holdings, Inc.",Technology,Industrial Machinery/Components
LEDS,SemiLEDS Corporation,Technology,Semiconductors
LINK,"Interlink Electronics, Inc.",Technology,Computer peripheral equipment
LIVE,Live Ventures Incorporated,Technology,EDP Services
LLTC,Linear Technology Corporation,Technology,Semiconductors
LOGI,Logitech International S.A.,Technology,Computer peripheral equipment
LORL,"Loral Space and Communications, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
LPSN,"LivePerson, Inc.",Technology,Computer Software: Prepackaged Software
LPTH,"LightPath Technologies, Inc.",Technology,Semiconductors
LRCX,Lam Research Corporation,Technology,Industrial Machinery/Components
LSCC,Lattice Semiconductor Corporation,Technology,Semiconductors
LTRPA,"Liberty TripAdvisor Holdings, Inc.",Technology,EDP Services
LTRPB,"Liberty TripAdvisor Holdings, Inc.",Technology,EDP Services
LTRX,"Lantronix, Inc.",Technology,Computer Communications Equipment
MAMS,"MAM Software Group, Inc.",Technology,Computer Software: Prepackaged Software
MANH,"Manhattan Associates, Inc.",Technology,Computer Software: Prepackaged Software
MATR,Mattersight Corporation,Technology,EDP Services
MB,"MINDBODY, Inc.",Technology,EDP Services
MCHP,Microchip Technology Incorporated,Technology,Semiconductors
MDCA,MDC Partners Inc.,Technology,Advertising
MDRX,"Allscripts Healthcare Solutions, Inc.",Technology,EDP Services
MDSO,"Medidata Solutions, Inc.",Technology,Computer Software: Prepackaged Software
MDSY,ModSys International Ltd.,Technology,EDP Services
MENT,Mentor Graphics Corporation,Technology,EDP Services
MGIC,Magic Software Enterprises Ltd.,Technology,Computer Software: Prepackaged Software
MGRC,McGrath RentCorp,Technology,Diversified Commercial Services
MIDD,The Middleby Corporation,Technology,Industrial Machinery/Components
MIME,Mimecast Limited,Technology,Computer Software: Prepackaged Software
MIND,"Mitcham Industries, Inc.",Technology,Diversified Commercial Services
MINDP,"Mitcham Industries, Inc.",Technology,Diversified Commercial Services
MITK,"Mitek Systems, Inc.",Technology,Computer peripheral equipment
MITL,Mitel Networks Corporation,Technology,Radio And Television Broadcasting And Communications Equipment
MLNX,"Mellanox Technologies, Ltd.",Technology,Semiconductors
MNDO,MIND C.T.I. Ltd.,Technology,EDP Services
MNGA,MagneGas Corporation,Technology,Industrial Machinery/Components
MNTX,"Manitex International, Inc.",Technology,Industrial Machinery/Components
MOBL,"MobileIron, Inc.",Technology,Computer Software: Prepackaged Software
MOMO,Momo Inc.,Technology,Computer Software: Prepackaged Software
MOSY,"MoSys, Inc.",Technology,Semiconductors
MOXC,"Moxian, Inc.",Technology,"Computer Software: Programming, Data Processing"
MPWR,"Monolithic Power Systems, Inc.",Technology,Semiconductors
MRAM,"Everspin Technologies, Inc.",Technology,Semiconductors
MRVC,"MRV Communications, Inc.",Technology,Semiconductors
MRVL,Marvell Technology Group Ltd.,Technology,Semiconductors
MSCC,Microsemi Corporation,Technology,Semiconductors
MSDI,"Monster Digital, Inc.",Technology,Electronic Components
MSDIW,"Monster Digital, Inc.",Technology,Electronic Components
MSFT,Microsoft Corporation,Technology,Computer Software: Prepackaged Software
MSTR,MicroStrategy Incorporated,Technology,Computer Software: Prepackaged Software
MTBC,"Medical Transcription Billing, Corp.",Technology,Computer Software: Prepackaged Software
MTBCP,"Medical Transcription Billing, Corp.",Technology,Computer Software: Prepackaged Software
MTCH,"Match Group, Inc.",Technology,"Computer Software: Programming, Data Processing"
MTLS,Materialise NV,Technology,Computer Software: Prepackaged Software
MTSI,"MACOM Technology Solutions Holdings, Inc.",Technology,Semiconductors
MU,"Micron Technology, Inc.",Technology,Semiconductors
MXIM,"Maxim Integrated Products, Inc.",Technology,Semiconductors
MYSZ,"My Size, Inc.",Technology,Computer Software: Prepackaged Software
NATI,National Instruments Corporation,Technology,Computer Software: Prepackaged Software
NCIT,"NCI, Inc.",Technology,EDP Services
NETE,"Net Element, Inc.",Technology,EDP Services
NH,"NantHealth, Inc.",Technology,EDP Services
NICE,NICE Ltd,Technology,Computer Manufacturing
NLST,"Netlist, Inc.",Technology,Semiconductors
NNDM,Nano Dimension Ltd.,Technology,Electrical Products
NTAP,"NetApp, Inc.",Technology,Electronic Components
NTCT,"NetScout Systems, Inc.",Technology,EDP Services
NTNX,"Nutanix, Inc.",Technology,Computer Software: Prepackaged Software
NTWK,NetSol Technologies Inc.,Technology,Computer Software: Prepackaged Software
NUAN,"Nuance Communications, Inc.",Technology,Computer Software: Prepackaged Software
NVDA,NVIDIA Corporation,Technology,Semiconductors
NVEC,NVE Corporation,Technology,Semiconductors
NXPI,NXP Semiconductors N.V.,Technology,Semiconductors
OCLR,"Oclaro, Inc.",Technology,Semiconductors
OIIM,O2Micro International Limited,Technology,Semiconductors
OMCL,"Omnicell, Inc.",Technology,Computer Manufacturing
ON,ON Semiconductor Corporation,Technology,Semiconductors
OSIS,"OSI Systems, Inc.",Technology,Semiconductors
OTEX,Open Text Corporation,Technology,EDP Services
OTIV,On Track Innovations Ltd,Technology,Semiconductors
PCTI,"PC-Tel, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
PCTY,Paylocity Holding Corporation,Technology,Computer Software: Prepackaged Software
PCYG,"Park City Group, Inc.",Technology,EDP Services
PDFS,"PDF Solutions, Inc.",Technology,EDP Services
PEGA,Pegasystems Inc.,Technology,EDP Services
PERI,Perion Network Ltd,Technology,EDP Services
PFIN,"P & F Industries, Inc.",Technology,Industrial Machinery/Components
PFPT,"Proofpoint, Inc.",Technology,EDP Services
PLAB,"Photronics, Inc.",Technology,Semiconductors
PLUS,ePlus inc.,Technology,Retail: Computer Software & Peripheral Equipment
PLXS,Plexus Corp.,Technology,Electrical Products
PNTR,Pointer Telocation Ltd.,Technology,Radio And Television Broadcasting And Communications Equipment
POWI,"Power Integrations, Inc.",Technology,Semiconductors
PRFT,"Perficient, Inc.",Technology,EDP Services
PRGS,Progress Software Corporation,Technology,Computer Software: Prepackaged Software
PRKR,"ParkerVision, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
PTC,PTC Inc.,Technology,Computer Software: Prepackaged Software
PXLW,"Pixelworks, Inc.",Technology,Semiconductors
QADA,QAD Inc.,Technology,Computer Software: Prepackaged Software
QADB,QAD Inc.,Technology,Computer Software: Prepackaged Software
QBAK,Qualstar Corporation,Technology,Electronic Components
QCOM,QUALCOMM Incorporated,Technology,Radio And Television Broadcasting And Communications Equipment
QLYS,"Qualys, Inc.",Technology,Computer Software: Prepackaged Software
QRHC,Quest Resource Holding Corporation.,Technology,Diversified Commercial Services
QRVO,"Qorvo, Inc.",Technology,Semiconductors
QSII,"Quality Systems, Inc.",Technology,EDP Services
QTNA,"Quantenna Communications, Inc.",Technology,Semiconductors
QUIK,QuickLogic Corporation,Technology,Semiconductors
QUMU,Qumu Corporation,Technology,Computer Software: Prepackaged Software
RBCN,"Rubicon Technology, Inc.",Technology,Semiconductors
RCII,Rent-A-Center Inc.,Technology,Diversified Commercial Services
RCMT,"RCM Technologies, Inc.",Technology,Professional Services
RDCM,Radcom Ltd.,Technology,Computer peripheral equipment
RESN,Resonant Inc.,Technology,Semiconductors
RMBS,"Rambus, Inc.",Technology,Semiconductors
RNWK,"RealNetworks, Inc.",Technology,EDP Services
RP,"RealPage, Inc.",Technology,Computer Software: Prepackaged Software
RPD,"Rapid7, Inc.",Technology,Computer Software: Prepackaged Software
RSYS,RadiSys Corporation,Technology,Computer peripheral equipment
SABR,Sabre Corporation,Technology,"Computer Software: Programming, Data Processing"
SANM,Sanmina Corporation,Technology,Electrical Products
SATS,EchoStar Corporation,Technology,Radio And Television Broadcasting And Communications Equipment
SCKT,"Socket Mobile, Inc.",Technology,Computer Manufacturing
SCON,Superconductor Technologies Inc.,Technology,Radio And Television Broadcasting And Communications Equipment
SCSC,"ScanSource, Inc.",Technology,Retail: Computer Software & Peripheral Equipment
SCWX,SecureWorks Corp.,Technology,Computer Software: Prepackaged Software
SEAC,"SeaChange International, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
SEDG,"SolarEdge Technologies, Inc.",Technology,Semiconductors
SGMA,"SigmaTron International, Inc.",Technology,Electrical Products
SGMS,Scientific Games Corp,Technology,EDP Services
SGOC,"SGOCO Group, Ltd",Technology,Radio And Television Broadcasting And Communications Equipment
SHSP,"SharpSpring, Inc.",Technology,Computer Software: Prepackaged Software
SIFY,Sify Technologies Limited,Technology,"Computer Software: Programming, Data Processing"
SIGM,"Sigma Designs, Inc.",Technology,Semiconductors
SILC,Silicom Ltd,Technology,Computer Communications Equipment
SIMO,Silicon Motion Technology Corporation,Technology,Semiconductors
SINA,Sina Corporation,Technology,Computer Software: Prepackaged Software
SLAB,"Silicon Laboratories, Inc.",Technology,Semiconductors
SLP,"Simulations Plus, Inc.",Technology,EDP Services
SMCI,"Super Micro Computer, Inc.",Technology,Computer Manufacturing
SMSI,"Smith Micro Software, Inc.",Technology,Computer Software: Prepackaged Software
SMTC,Semtech Corporation,Technology,Semiconductors
SMTX,SMTC Corporation,Technology,Electrical Products
SNCR,"Synchronoss Technologies, Inc.",Technology,EDP Services
SNPS,"Synopsys, Inc.",Technology,Computer Software: Prepackaged Software
SOFO,"Sonic Foundry, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
SOHU,Sohu.com Inc.,Technology,EDP Services
SONS,"Sonus Networks, Inc.",Technology,EDP Services
SPCB,"SuperCom, Ltd.",Technology,Semiconductors
SPI,"SPI Energy Co., Ltd.",Technology,Semiconductors
SPIL,"Siliconware Precision Industries Company, Ltd.",Technology,Semiconductors
SPLK,Splunk Inc.,Technology,Computer Software: Prepackaged Software
SPNS,Sapiens International Corporation N.V.,Technology,Computer Software: Prepackaged Software
SPRT,"support.com, Inc.",Technology,EDP Services
SPSC,"SPS Commerce, Inc.",Technology,Computer Software: Prepackaged Software
SPWR,SunPower Corporation,Technology,Semiconductors
SRAX,"Social Reality, Inc.",Technology,Advertising
SSNC,"SS&C Technologies Holdings, Inc.",Technology,Computer Software: Prepackaged Software
